"no"	"site"	"region"	"site2"	"area"	"elevation"	"landuse"	"year"	"count1"	"count2"	"mean.density"
882	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2006	55	NA	5.90762620837809
883	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2007	45	NA	4.83351235230934
884	"VD04"	"CH.W"	"Bioley.Orjulaz"	9.31	600	"arable"	2008	59	NA	6.33727175080559
885	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1992	NA	NA	NA
886	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1993	NA	NA	NA
887	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1994	31	NA	4.37853107344633
888	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1995	31	NA	4.37853107344633
889	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1996	26	NA	3.67231638418079
890	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1997	15	NA	2.11864406779661
891	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1998	21	NA	2.96610169491525
892	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	1999	11	NA	1.55367231638418
893	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2000	28	NA	3.95480225988701
894	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2001	26	NA	3.67231638418079
895	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2002	18	NA	2.54237288135593
896	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2003	29	NA	4.09604519774011
897	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2004	26	NA	3.67231638418079
898	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2005	27	NA	3.8135593220339
899	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2006	34	NA	4.80225988700565
900	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2007	30	NA	4.23728813559322
901	"VD05"	"Rhone"	"Plaine.du.Rhone"	7.08	377	"arable"	2008	18	NA	2.54237288135593
902	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1992	NA	NA	NA
903	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1993	32	NA	8.16326530612245
904	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1994	35	NA	8.92857142857143
905	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1995	NA	NA	NA
906	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1996	11	NA	2.80612244897959
907	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1997	NA	NA	NA
908	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1998	17	NA	4.33673469387755
909	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	1999	29	NA	7.39795918367347
910	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2000	24	NA	6.12244897959184
911	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2001	19	NA	4.8469387755102
912	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2002	29	NA	7.39795918367347
913	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2003	21	NA	5.35714285714286
914	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2004	15	NA	3.8265306122449
915	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2005	NA	NA	NA
916	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2006	NA	NA	NA
917	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2007	NA	NA	NA
918	"VS02"	"Rhone"	"Riddes"	3.92	467	"arable"	2008	NA	NA	NA
919	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1992	NA	NA	NA
920	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1993	17	NA	2.08845208845209
921	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1994	NA	NA	NA
922	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1995	NA	NA	NA
923	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1996	4	NA	0.491400491400491
924	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1997	NA	NA	NA
925	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1998	2	NA	0.245700245700246
926	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	1999	1	NA	0.122850122850123
927	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2000	4	NA	0.491400491400491
928	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2001	2	NA	0.245700245700246
929	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2002	NA	NA	NA
930	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2003	NA	NA	NA
931	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2004	NA	1	0.122850122850123
932	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2005	NA	NA	NA
933	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2006	NA	NA	NA
934	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2007	NA	NA	NA
935	"VS04"	"Rhone"	"Turtmann"	8.14	622	"grass"	2008	NA	NA	NA
936	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1992	NA	NA	NA
937	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1993	NA	NA	NA
938	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1994	NA	NA	NA
939	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1995	NA	NA	NA
940	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1996	NA	NA	NA
941	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1997	NA	NA	NA
942	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1998	NA	NA	NA
943	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	1999	NA	NA	NA
944	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2000	NA	NA	NA
945	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2001	35	39	4.40180586907449
946	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2002	30	28	3.38600451467269
947	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2003	44	23	4.96613995485327
948	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2004	32	36	4.06320541760722
949	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2005	70	59	7.90067720090294
950	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2006	46	61	6.88487584650113
951	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2007	45	57	6.4334085778781
952	"ZH06"	"CH.N"	"Rafz"	8.86	NA	"arable"	2008	50	86	9.70654627539503
